id,reputation,num_badges,num_answers,num_questions,num_comments,num_accepted_answers,avg_ans_score,avg_ques_score,avg_comm_score,avg_accepted_ans_score,contributing_score
4932454,28,5,1,5,6,1,0.0,0.8,0.0,0.0,0.31
4446085,59,8,1,21,31,1,0.0,0.19,0.06,0.0,0.11
1850462,10,2,1,2,1,1,0.0,0.5,0.0,0.0,0.2
1691273,14,3,1,2,1,1,0.0,1.0,0.0,0.0,0.4
7339277,9,6,2,7,10,2,0.0,0.29,0.0,0.0,0.1
6739188,56,7,1,6,3,1,0.0,1.5,0.0,0.0,0.82
167368,40,8,3,6,15,1,-0.33,0.83,0.07,0.0,0.2
7955802,38,6,1,11,23,1,0.0,0.36,0.0,0.0,0.11
5565354,858,16,12,1,7,5,6.5,0.0,0.29,11.0,5.4
4818405,111,5,4,1,1,1,2.75,0.0,0.0,0.0,1.57
5697991,5,3,1,2,5,1,0.0,-1.0,0.0,0.0,-0.22
4951573,57,8,6,13,41,1,-0.17,-0.31,0.02,1.0,-0.05
4932412,66,7,11,6,18,2,0.45,-0.17,0.0,0.5,0.14
5917176,49,4,6,1,6,1,0.67,0.0,0.0,0.0,0.29
824655,73,9,1,7,5,1,0.0,0.43,0.0,0.0,0.21
508843,63,4,1,7,16,1,0.0,1.71,0.0,0.0,0.48
919778,106,5,1,1,8,1,0.0,1.0,2.88,0.0,2.18
2139679,385,20,14,4,14,4,1.07,2.0,0.0,1.75,0.83
6112971,78,7,2,2,2,2,1.5,1.0,0.5,1.5,1.13
2800461,93,8,5,3,6,1,1.6,0.67,0.17,1.0,0.8
4102617,88,9,4,3,14,1,1.0,0.33,0.14,0.0,0.32
896846,66,4,4,1,2,1,1.0,0.0,0.0,1.0,0.63
703580,147,5,15,1,11,2,0.67,0.0,0.0,1.5,0.45
1032621,490,14,1,1,2,1,38.0,0.0,0.0,0.0,7.6
7167253,19,8,1,5,18,1,1.0,-0.2,0.0,1.0,0.04
6818663,29,9,5,7,16,3,0.0,-0.43,0.06,0.0,-0.06
7635126,45,5,1,11,23,1,0.0,0.18,0.0,0.0,0.06
3881,51,2,1,1,1,1,5.0,0.0,0.0,0.0,1.25
1942596,86,10,4,7,6,1,0.25,1.71,0.17,0.0,0.78
2728797,43,6,1,3,7,1,0.0,2.33,0.14,0.0,0.67
5241160,25,7,2,5,18,1,-0.5,0.6,0.0,0.0,0.08
7862161,71,8,4,1,2,1,1.25,0.0,0.0,0.0,0.63
8369075,28,4,1,4,5,1,0.0,-1.25,0.0,0.0,-0.45
3989298,35,12,5,4,10,2,0.2,0.5,0.0,0.0,0.14
6330805,75,7,8,1,6,1,0.63,1.0,0.33,0.0,0.5
7434767,43,7,1,4,22,1,0.0,0.75,0.0,0.0,0.11
208083,99,8,1,4,1,1,0.0,4.5,0.0,0.0,2.57
5769971,52,10,1,5,8,1,3.0,-0.2,0.0,0.0,0.13
4108148,329,12,1,2,5,1,0.0,29.0,0.0,0.0,6.44
2541439,51,4,2,1,1,1,2.5,0.0,0.0,0.0,1.0
5566787,15,6,1,5,4,1,0.0,0.4,0.5,0.0,0.36
6559500,9,3,1,8,8,1,0.0,-0.25,0.0,0.0,-0.11
5939437,148,4,1,1,33,1,0.0,0.0,0.09,0.0,0.08
3086905,133,14,3,2,15,2,1.0,6.5,0.0,1.0,0.82
2152670,83,7,3,1,11,1,1.33,5.0,0.0,4.0,0.81
1438782,20,5,1,5,5,1,0.0,0.2,0.0,0.0,0.08
7230193,24,5,1,4,4,1,1.0,0.5,0.0,0.0,0.3
521931,61,6,1,4,7,1,0.0,3.0,0.14,0.0,1.0
3575357,23,6,1,6,8,1,0.0,0.33,0.13,0.0,0.19
223098,41,3,1,1,3,1,0.0,8.0,0.33,0.0,1.5
1182034,14,7,4,6,9,1,0.0,0.17,0.0,0.0,0.05
1195688,83,8,7,4,12,2,0.57,0.5,0.0,1.0,0.32
1232871,30,5,1,2,1,1,0.0,2.5,0.0,0.0,1.0
2357107,84,9,6,2,2,1,0.5,1.5,0.5,1.0,0.73
2867203,37,12,1,4,40,1,0.0,1.75,0.03,0.0,0.17
2258187,18,7,1,6,8,1,0.0,0.17,0.0,0.0,0.06
340032,49,5,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8869700,15,4,1,4,7,1,0.0,0.25,0.0,0.0,0.08
6611055,154,12,3,4,18,1,0.33,0.5,0.39,0.0,0.38
488043,158,12,5,2,10,1,2.0,5.5,0.4,1.0,1.44
2932965,189,9,13,4,29,6,0.69,-0.25,0.1,1.33,0.37
4070418,44,5,4,3,4,1,0.25,0.33,0.0,1.0,0.25
1441003,25,5,1,2,22,1,0.0,1.5,0.09,0.0,0.19
1899631,71,4,2,1,1,1,3.5,0.0,0.0,0.0,1.4
2558205,35,10,3,5,10,1,0.33,0.8,0.0,0.0,0.26
2126386,36,8,4,7,21,1,0.0,0.29,0.0,0.0,0.06
563206,406,6,1,1,1,1,39.0,0.0,0.0,39.0,19.5
8061675,19,3,1,3,6,1,0.0,0.33,0.0,0.0,0.09
3630327,101,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
581622,36,7,1,6,6,1,0.0,1.17,0.0,0.0,0.5
785918,121,4,8,1,6,2,1.13,0.0,0.17,2.5,0.88
6826189,1,2,1,7,5,1,0.0,-0.43,0.0,0.0,-0.21
7815736,1,2,1,2,2,1,0.0,-0.5,0.0,0.0,-0.17
9958694,1,4,1,2,1,1,0.0,0.0,0.0,0.0,0.0
4950414,1,4,1,2,10,1,0.0,-1.5,0.0,0.0,-0.21
3601427,1,3,1,2,2,1,0.0,-2.0,0.0,0.0,-0.67
5094947,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5544197,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4892223,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10072648,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2173700,1,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0
323992,1,5,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5699320,1,4,2,1,1,1,0.0,0.0,0.0,0.0,0.0
6279132,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8343384,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2403160,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6738695,1,3,1,2,1,1,0.0,0.0,0.0,0.0,0.0
4976224,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6125799,1,2,1,1,4,1,0.0,0.0,0.0,0.0,0.0
2557496,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3296919,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4414219,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1158030,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1079023,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2779207,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,-0.25
4144962,1,4,1,2,6,1,-1.0,0.0,0.0,0.0,-0.1
5201928,1,4,1,3,17,1,0.0,0.0,0.0,0.0,0.0
860332,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4485234,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2956415,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
636225,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4118169,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4470677,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2604963,1,1,1,1,1,1,-5.0,0.0,0.0,0.0,-1.25
2580868,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5285696,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3194933,1,3,1,1,5,1,0.0,0.0,0.0,0.0,0.0
2352393,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
999549,1,5,1,2,1,1,-1.0,-1.0,0.0,0.0,-0.6
6540458,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2678157,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
810156,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7373127,1,3,1,6,18,1,0.0,-0.83,0.0,0.0,-0.19
1946866,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1679682,1,1,4,1,2,1,0.0,0.0,0.0,0.0,0.0
2266880,1,5,1,1,1,1,0.0,-6.0,0.0,0.0,-1.5
615715,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4741128,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7911453,1,2,1,2,4,1,0.0,0.0,0.0,0.0,0.0
611686,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5620952,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2779151,1,1,1,1,1,1,0.0,0.0,2.0,0.0,0.5
5045417,1,6,1,16,43,1,0.0,-1.0,0.0,0.0,-0.26
9634456,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1792608,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5904909,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2002354,1,1,1,1,1,1,-3.0,0.0,0.0,0.0,-0.75
4541956,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8670233,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4922509,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9430699,1,2,1,1,4,1,0.0,-1.0,0.0,0.0,-0.14
10261992,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
592910,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7719756,1,4,1,2,8,1,-1.0,-1.0,0.0,-1.0,-0.33
5242344,1,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6080296,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6081758,1,4,1,1,3,1,0.0,0.0,0.0,0.0,0.0
3060235,1,5,2,7,23,1,0.0,-1.14,0.09,0.0,-0.18
32208,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10492318,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
126612,1,2,1,1,1,1,6.0,0.0,0.0,0.0,1.5
1305561,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4870129,1,2,1,1,2,1,0.0,1.0,0.0,0.0,0.2
1342633,1,4,1,4,5,1,0.0,-0.5,0.0,0.0,-0.18
1722853,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4349799,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6073403,1,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10083693,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6062775,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5053308,1,3,2,1,1,1,-1.0,0.0,0.0,0.0,-0.4
3847015,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1480232,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7703928,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3355445,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
568065,1,2,1,2,8,1,0.0,0.0,0.0,0.0,0.0
508109,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2190618,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6663630,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2415734,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2617474,1,2,1,3,2,1,0.0,0.0,0.0,0.0,0.0
402973,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3571750,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6512125,1,1,5,3,2,1,0.0,-3.0,0.0,0.0,-0.82
1389474,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7192604,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6089083,1,2,1,3,4,1,0.0,-0.33,0.0,0.0,-0.11
2158189,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7095765,1,1,1,2,2,1,0.0,0.0,0.0,0.0,0.0
1927935,1,3,2,1,1,1,-1.5,1.0,0.0,0.0,-0.4
2660818,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8854285,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3972322,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7847230,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5869233,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8132712,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10154408,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4993920,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0
7388791,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10464223,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7930635,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10133990,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4924352,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3290847,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5670726,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4898241,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6467879,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6306103,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4483656,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7041636,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8281315,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9681946,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8004410,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8165645,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5095969,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6986736,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9708395,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3652751,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7950001,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9682351,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2389990,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6045264,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5274140,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9459578,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8315718,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8522953,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2412693,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4743790,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2347125,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9595687,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7039421,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2252108,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10157410,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8246404,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4451530,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9996815,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7418443,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5589528,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7859488,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6821720,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9714106,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6988828,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3882481,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10610195,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6210907,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3202565,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4509369,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4523364,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5220335,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9280642,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
932110,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7335338,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10068624,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4497854,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10430286,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7559415,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1557904,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10575953,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5041069,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10055973,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6736195,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9198852,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6619542,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3109451,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10725474,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4639208,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3595814,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6549222,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7667150,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4031777,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8098790,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3927676,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2906606,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8949309,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10432854,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4767340,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4679870,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5099150,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8310284,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7268280,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8432780,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10192948,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5996240,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5501876,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1702836,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1723674,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7791767,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5732139,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2203077,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9345511,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10617564,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5365257,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3327970,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1433017,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4410208,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10327815,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8920628,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8222040,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6824084,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9727257,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7396719,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6781275,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9910228,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6555806,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4524182,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4194729,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9416800,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2522364,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4178600,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9732013,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9267267,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2312157,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8981870,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1575518,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7439018,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5626426,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7417567,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8230534,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7541190,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7886481,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4447132,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3058301,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4530746,1,2,1,1,1,1,0.0,-1.0,0.0,0.0,-0.25
4644626,1,2,2,2,1,1,0.0,0.0,0.0,0.0,0.0
4093154,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8853613,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8367371,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7876555,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6478673,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8679993,1,1,1,1,1,1,0.0,-4.0,0.0,0.0,-1.0
9470965,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5537506,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7195771,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5651964,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5427971,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2800565,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
571146,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10409837,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8248825,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10050722,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1354713,1,1,1,1,1,1,0.0,-1.0,0.0,0.0,-0.25
1771811,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7156181,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5618087,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9586298,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5936297,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10157273,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8959153,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6116981,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
387869,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
456844,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8596255,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7954077,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7930369,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5387837,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5189859,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8583254,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1604278,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4364943,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4206554,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10505862,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9191080,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7482642,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6685484,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2195412,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9842359,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2444281,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3231296,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10097569,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8479707,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9953927,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4522370,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2006158,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9627305,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3314203,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9585646,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9639810,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7384288,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3668510,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6902520,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1936748,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9547565,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3394597,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6956276,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6701864,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3762647,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9939747,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9379573,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3543362,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10410146,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7589015,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8113509,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9064116,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6919384,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5664474,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10364732,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
8711523,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
3054024,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6224141,1,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0
7970645,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
5640972,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
2645462,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6382085,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
10620578,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
9539789,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4116265,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
